feature,importance
w60_price_range,120
w900_ob_microprice_std,90
w60_trade_imbalance,89
w60_ob_microprice_std,83
w300_price_std,82
w60_price_std,82
w300_trade_imbalance,76
w300_return_skew,76
w900_price_trend,75
w300_ob_microprice_std,75
w300_price_trend,69
w30_ob_microprice_std,65
w60_ob_bid_depth_L1_mean,62
w30_price_mean,62
w30_price_trend,62
w300_ob_ask_depth_L1_mean,61
w300_avg_trade_size,60
w900_ob_depth_imbalance_L1,60
w30_price_std,58
w60_price_trend,58
w60_spread_std,57
w900_return_kurt,57
w60_return_skew,56
w300_ob_bid_depth_L1_mean,53
w900_trade_imbalance,52
w30_trade_imbalance,51
w900_ob_bid_depth_L1_mean,51
w30_ob_bid_depth_L1_mean,50
w900_price_mean,50
w900_price_momentum,50
w900_trade_volume,48
w300_return_kurt,48
w60_price_momentum,48
w60_tick_interval_std,47
w60_ob_ask_depth_L1_mean,46
w300_spread_std,46
w60_price_max,46
w300_spread_mean,45
w60_spread_mean,45
w900_price_std,45
w900_avg_trade_size,45
w900_ob_ask_depth_L1_mean,45
w60_trade_count,44
w30_return_kurt,42
w30_price_min,41
w60_trade_volume,40
w30_price_momentum,39
w60_avg_trade_size,39
w900_spread_mean,38
w900_tick_interval_std,38
w60_ob_depth_imbalance_L1,38
w30_trade_volume,37
w900_ob_microprice_mean,37
w900_return_mean,36
w300_price_mean,36
w300_trade_volume,36
w60_return_std,36
w30_tick_interval_std,35
w60_avg_tick_interval,35
w900_return_skew,35
w900_spread_std,35
w30_return_skew,35
w60_return_kurt,34
w30_return_mean,33
w30_spread_mean,33
w300_ob_depth_imbalance_L1,31
w60_volatility_lag1,31
w60_price_min,30
w30_spread_std,30
w900_price_range,29
w30_ob_ask_depth_L1_mean,28
w30_volatility_lag1,27
w300_ob_microprice_mean,27
w300_return_mean,27
w900_volatility_lag1,27
w60_price_mean,27
w30_price_range,26
w30_return_std,26
w60_return_mean,26
w300_price_momentum,26
w300_avg_tick_interval,24
w300_price_range,23
w900_avg_tick_interval,22
w30_ob_depth_imbalance_L1,22
w60_ob_microprice_mean,21
w300_volatility_lag1,21
w900_price_max,21
w900_trade_count,21
w300_tick_rate,21
w30_trade_count,20
w300_price_max,20
w300_price_min,20
w30_price_max,19
w900_tick_rate,19
w300_tick_interval_std,19
w900_return_std,17
w30_ob_microprice_mean,17
w60_tick_rate,16
hour_cos,14
w300_return_std,14
w300_trade_count,14
w30_avg_tick_interval,14
w30_avg_trade_size,13
hour_sin,11
w30_tick_rate,9
w900_price_min,7
w30_n_observations,4
w900_n_observations,3
w300_n_observations,1
day_of_week,1
w60_n_observations,0
