feature,importance
w60_ob_depth_imbalance_L1,95
w300_price_trend,81
w60_trade_imbalance,73
w60_ob_ask_depth_L1_mean,73
w30_price_trend,71
w60_return_skew,60
w60_price_trend,54
w300_return_skew,48
w60_return_kurt,48
w300_spread_std,48
w60_return_mean,45
w300_return_mean,45
w60_trade_volume,45
w300_avg_tick_interval,40
w900_ob_microprice_std,38
w60_price_std,38
w60_ob_bid_depth_L1_mean,38
w30_return_mean,36
w30_ob_depth_imbalance_L1,36
w30_tick_interval_std,35
w900_price_momentum,35
w30_ob_microprice_std,34
w300_ob_depth_imbalance_L1,34
w60_volatility_lag1,33
w30_return_skew,33
w60_tick_interval_std,32
w30_avg_tick_interval,32
w300_trade_volume,32
w30_return_std,31
w300_tick_rate,31
w30_price_mean,30
w30_return_kurt,30
w900_price_mean,29
w30_price_momentum,28
w30_ob_ask_depth_L1_mean,28
w300_tick_interval_std,27
w300_ob_bid_depth_L1_mean,27
w900_ob_microprice_mean,27
w30_price_std,27
w300_trade_count,25
w300_return_kurt,25
w30_trade_imbalance,25
w900_return_skew,25
w900_return_kurt,24
w30_volatility_lag1,24
w30_avg_trade_size,24
w30_spread_mean,23
w900_trade_volume,23
w900_spread_mean,22
w30_spread_std,21
w60_price_momentum,21
w30_price_range,21
w300_price_momentum,21
w900_spread_std,20
w900_return_std,19
w30_price_min,19
w900_volatility_lag1,19
w60_ob_microprice_mean,19
w900_ob_bid_depth_L1_mean,19
w60_avg_trade_size,18
w60_tick_rate,18
w300_ob_ask_depth_L1_mean,18
w60_avg_tick_interval,17
w30_ob_bid_depth_L1_mean,17
w30_tick_rate,16
w60_spread_std,15
w300_trade_imbalance,15
w900_ob_depth_imbalance_L1,15
w300_ob_microprice_mean,14
w900_trade_imbalance,13
w300_volatility_lag1,13
w60_ob_microprice_std,13
w300_avg_trade_size,13
w900_trade_count,12
w300_price_std,12
w60_spread_mean,12
w60_price_range,11
w30_trade_volume,11
w900_avg_tick_interval,11
w60_price_max,11
w900_return_mean,11
w30_price_max,11
w900_price_trend,10
w60_price_mean,10
w300_spread_mean,10
w60_trade_count,10
w900_tick_rate,10
w60_price_min,9
w30_ob_microprice_mean,8
w300_return_std,8
w60_return_std,6
w300_price_range,6
w900_tick_interval_std,6
w30_trade_count,5
w300_price_mean,4
w60_n_observations,4
w900_ob_ask_depth_L1_mean,3
w900_price_std,3
w900_avg_trade_size,3
w30_n_observations,2
w300_ob_microprice_std,2
w900_price_min,2
w300_n_observations,1
w900_n_observations,1
w300_price_min,1
w900_price_range,0
w900_price_max,0
w300_price_max,0
hour_sin,0
hour_cos,0
day_of_week,0
