feature,importance
w300_price_std,180
w30_price_std,166
w60_price_trend,163
w30_price_mean,163
w30_price_trend,162
w60_avg_tick_interval,150
w60_spread_mean,150
w60_trade_imbalance,135
w60_return_std,130
w60_trade_count,122
w300_trade_imbalance,122
w60_avg_trade_size,120
w60_price_std,110
w900_price_momentum,102
w30_spread_mean,98
w30_price_momentum,97
w300_price_momentum,96
w30_return_mean,96
w60_volatility_lag1,94
w30_return_std,91
w60_price_range,89
w30_avg_tick_interval,89
w60_price_momentum,84
w30_avg_trade_size,84
w30_spread_std,82
w30_trade_imbalance,79
w60_return_mean,79
w300_price_trend,77
w900_price_trend,75
w30_trade_count,74
w60_price_mean,67
w60_spread_std,66
w300_trade_volume,64
w30_volatility_lag1,63
w30_price_min,62
w30_trade_volume,62
w300_avg_trade_size,61
w300_spread_mean,58
w300_avg_tick_interval,56
w900_tick_rate,55
w60_trade_volume,54
w60_tick_rate,52
w300_trade_count,44
w30_price_range,43
w60_price_min,43
w900_spread_std,43
w30_tick_rate,43
w900_spread_mean,42
w900_avg_trade_size,42
w900_trade_imbalance,41
w300_return_std,40
w900_return_mean,40
w300_price_range,39
w900_price_mean,38
w60_price_max,38
w300_price_mean,37
w300_price_min,37
w300_return_mean,35
w900_return_std,35
w900_trade_count,35
w300_spread_std,34
w900_avg_tick_interval,34
w900_price_std,33
w30_price_max,32
w300_price_max,28
w900_volatility_lag1,24
w60_ob_depth_imbalance_L1,23
w900_price_min,23
w300_volatility_lag1,21
w900_trade_volume,20
hour_sin,13
w300_tick_rate,11
w900_price_range,11
hour_cos,7
w30_ob_depth_imbalance_L1,6
w30_ob_bid_depth_L1_mean,5
w60_ob_bid_depth_L1_mean,1
w900_ob_bid_depth_L1_mean,1
w900_price_max,1
w900_ob_microprice_std,0
w30_n_observations,0
w30_ob_ask_depth_L1_mean,0
w30_return_kurt,0
w30_tick_interval_std,0
w30_return_skew,0
w900_return_kurt,0
w900_n_observations,0
w900_ob_ask_depth_L1_mean,0
w900_ob_depth_imbalance_L1,0
w900_ob_microprice_mean,0
w900_tick_interval_std,0
w30_ob_microprice_std,0
w900_return_skew,0
w300_ob_ask_depth_L1_mean,0
w300_return_skew,0
w60_ob_microprice_std,0
w60_ob_microprice_mean,0
w60_ob_ask_depth_L1_mean,0
w300_tick_interval_std,0
w300_n_observations,0
w300_ob_bid_depth_L1_mean,0
w300_ob_depth_imbalance_L1,0
w30_ob_microprice_mean,0
w300_ob_microprice_mean,0
w300_ob_microprice_std,0
w60_n_observations,0
w60_tick_interval_std,0
w60_return_kurt,0
w60_return_skew,0
w300_return_kurt,0
day_of_week,0
